,parcel_id,tax_total,fips,num_bedroom,num_bathroom,tax_delinquency_flag,area_living_finished_total,area_lot,pct_change
613097,17260752,433594,Ventura County,4,2,,2342,8010,1.620430386
613098,17260852,68246,Ventura County,4,2,,1826,6500,1.620430386
613099,17261946,353488,Ventura County,3,2,,1632,6500,1.620430386
613100,17261992,198798,Ventura County,3,2,,1632,6500,1.620430386
613101,17262015,415302,Ventura County,4,2,,1632,6100,1.620430386
613102,17262330,186536,Ventura County,4,2,,1464,5796,1.620430386
613103,17262476,599000,Ventura County,4,2.5,,2681,8497,1.620430386
613104,17262745,259744,Ventura County,3,2.5,,1463,4138,1.620430386
613105,17262968,276910,Ventura County,2,2,,971,4459,1.620430386
613106,17263742,339656,Ventura County,4,2,,1554,6500,1.620430386
613107,17263765,427000,Ventura County,3,2,,1217,7024,1.620430386
613108,17264603,294925,Ventura County,3,2,,1387,6760,1.620430386
613109,17264726,567000,Ventura County,4,2.5,,2090,5512,1.620430386
613110,17264841,637000,Ventura County,4,2.5,,2173,9408,1.620430386
613111,17265001,294285,Ventura County,4,2,,1836,7674,1.620430386
613112,17265854,403782,Ventura County,4,3,,2600,5529,1.620430386
613113,17266385,531930,Ventura County,4,2.5,,1844,8775,1.620430386
613114,17266485,365784,Ventura County,4,2,,1376,7100,1.620430386
613115,17266854,464000,Ventura County,3,2,,1046,7884,1.620430386
613116,17267468,550000,Ventura County,4,2,,1541,8025,1.620430386
613117,17268059,786668,Ventura County,4,3,,2840,13150,1.620430386
613119,17269085,393324,Ventura County,3,2.5,,1693,8096,1.620430386
613120,17269331,186213,Ventura County,4,2.5,,2285,7300,1.620430386
613121,17269638,179315,Ventura County,3,2,,1187,7005,1.620430386
613122,17269876,195435,Ventura County,3,2,,1632,15681,1.620430386
613123,17269975,772000,Ventura County,3,3,,2243,9148,1.620430386
613124,17270264,537916,Ventura County,4,2.5,,2423,10512,1.620430386
613125,17270387,86613,Ventura County,4,2.5,,1910,7000,1.620430386
613126,17270487,278980,Ventura County,4,2,,1427,7037,1.620430386
613127,17270794,439730,Ventura County,5,3,,2498,8363,1.620430386
613128,17270963,602000,Ventura County,4,2,,1871,7795,1.620430386
613129,17270986,410874,Ventura County,4,2.5,,2739,6970,1.620430386
613130,17271109,338731,Ventura County,4,2.5,,2739,11545,1.620430386
613131,17271301,398030,Ventura County,4,3,,2327,7530,1.620430386
613132,17271753,478797,Ventura County,4,2.5,,2292,5670,1.620430386
613133,17271807,573579,Ventura County,3,2,,2035,6818,1.620430386
613134,17272078,601058,Ventura County,4,3,,2673,6276,1.620430386
613136,17272278,919000,Ventura County,4,4.5,,3410,6067,1.620430386
613137,17272837,414221,Ventura County,4,3,,2085,7900,1.620430386
613138,17273152,149606,Ventura County,4,2,,2283,12300,1.620430386
613139,17273252,76405,Ventura County,4,2,,1630,11200,1.620430386
613140,17273344,323978,Ventura County,3,2,,1441,7866,1.620430386
613141,17273490,526000,Ventura County,4,2,,1777,7728,1.620430386
613142,17273682,531640,Ventura County,4,2,,1984,15860,1.620430386
613143,17273705,456980,Ventura County,3,2,,1441,8160,1.620430386
613144,17273974,392846,Ventura County,3,2,,1156,6082,1.620430386
613145,17274542,149420,Ventura County,2,1,,1462,6525,1.620430386
613146,17274756,133592,Ventura County,2,1,,904,5568,1.620430386
613148,17275015,596000,Ventura County,3,2,,2039,11685,1.620430386
613149,17275530,843109,Ventura County,4,2.5,,2881,27203,1.620430386
613150,17277219,402891,Ventura County,3,1.5,,1396,4200,1.620430386
613152,17277469,424481,Ventura County,2,1.5,,1092,4500,1.620430386
613153,17277771,584269,Ventura County,4,3,,2053,11875,1.620430386
613154,17278240,60401,Ventura County,3,2,,1150,4750,1.620430386
613155,17278539,597345,Ventura County,3,2,,1875,23936,1.620430386
613156,17278908,530100,Ventura County,4,2,,2026,11284,1.620430386
613157,17279523,327300,Ventura County,4,3,,2302,13146,1.620430386
613158,17279623,382206,Ventura County,4,2.5,,2170,8044,1.620430386
613159,17279753,417910,Ventura County,3,2,,1543,10850,1.620430386
613160,17279945,471216,Ventura County,4,2,,1534,10100,1.620430386
613161,17280068,119903,Ventura County,4,2,,1324,10085,1.620430386
613162,17280398,447300,Ventura County,4,2,,1686,10000,1.620430386
613163,17280544,323978,Ventura County,3,1,,938,13775,1.620430386
613164,17280836,238768,Ventura County,3,1,,938,11050,1.620430386
613165,17280936,397791,Ventura County,3,1,,979,20652,1.620430386
613166,17281036,356449,Ventura County,3,1,,979,10000,1.620430386
613167,17281618,604000,Ventura County,4,3,,2142,13175,1.620430386
613168,17281978,685000,Ventura County,4,2.5,,2033,14933,1.620430386
613169,17282216,297852,Ventura County,3,1.5,,1016,10026,1.620430386
613170,17282638,498124,Ventura County,4,3.5,,3061,13175,1.620430386
613171,17283152,855547,Ventura County,5,3,,2944,20511,1.620430386
613172,17283566,507583,Ventura County,4,3,,2099,13000,1.620430386
613173,17284209,434164,Ventura County,4,2,,1838,8024,1.620430386
613174,17284232,492976,Ventura County,4,2.5,,2251,7200,1.620430386
613175,17284393,478259,Ventura County,4,2.5,,2331,7300,1.620430386
613178,17285454,361399,Ventura County,3,3,,2865,17454,1.620430386
613179,17285676,462096,Ventura County,4,2,,1790,8026,1.620430386
613180,17285776,73351,Ventura County,3,2,,1742,9902,1.620430386
613181,17286145,647000,Ventura County,4,2,,2022,9379,1.620430386
613182,17286291,384892,Ventura County,3,2,,1672,8155,1.620430386
613183,17287153,796215,Ventura County,4,3.5,,3545,14661,1.620430386
613184,17287176,839741,Ventura County,4,3.5,,3457,13144,1.620430386
613185,17287537,405279,Ventura County,3,2.5,,2106,21681,1.620430386
613186,17287652,600240,Ventura County,4,3.5,,2382,4314,1.620430386
613187,17287998,729000,Ventura County,3,2.5,,2095,6635,1.620430386
613188,17288021,604258,Ventura County,3,2.5,,2041,4784,1.620430386
613189,17288213,611008,Ventura County,3,3,,1890,3640,1.620430386
613190,17288359,473700,Ventura County,4,3,,1859,6535,1.620430386
613191,17288382,441099,Ventura County,4,3,,1859,6373,1.620430386
613192,17289848,944000,Ventura County,4,3,,2733,14579,1.620430386
613193,17290431,1413079,Ventura County,4,4,,4032,20473,1.620430386
613194,17290768,921363,Ventura County,4,4.5,,4073,20348,1.620430386
613195,17291121,1161941,Ventura County,5,3.5,,4176,29621,1.620430386
613196,17293144,632284,Ventura County,4,2.5,,2228,6503,1.620430386
613197,17293482,651708,Ventura County,3,2,,1262,7695,1.620430386
613198,17293605,305751,Ventura County,4,2.5,,2227,6230,1.620430386
613199,17293628,59634,Ventura County,3,2,,1522,8051,1.620430386
613201,17293828,626108,Ventura County,5,3,,2574,12138,1.620430386
613202,17293951,580450,Ventura County,4,3,,2357,12250,1.620430386
613203,17294412,810464,Ventura County,4,2,,2098,8526,1.620430386
613204,17294504,915000,Ventura County,4,3,,3148,11468,1.620430386
613205,17294627,431733,Ventura County,5,2.5,,2510,12770,1.620430386
613206,17297093,454477,Ventura County,5,3.5,,2101,6930,1.620430386
613207,17297239,703786,Ventura County,4,2.5,,2208,8067,1.620430386
613208,17298268,832769,Ventura County,4,3.5,,2703,8210,1.620430386
613209,17299282,452567,Ventura County,4,2.5,,1936,5508,1.620430386
613210,17299782,1285000,Ventura County,5,4.5,,3644,8211,1.620430386
613211,17299805,945142,Ventura County,6,4.5,,3395,6311,1.620430386
613212,17299905,847096,Ventura County,5,4.5,,3644,9392,1.620430386
613216,10717627,367000,Los Angeles County,1,2,,1165,5308,2.815725304
613219,10718038,1050000,Los Angeles County,5,3,,3085,21063,2.815725304
613220,10718091,541445,Los Angeles County,4,3,,2752,12713,2.815725304
613221,10718114,418099,Los Angeles County,4,3,,2600,9653,2.815725304
613222,10718360,552882,Los Angeles County,3,2,,2050,8044,2.815725304
613223,10718460,462338,Los Angeles County,4,3,,3167,9521,2.815725304
613224,10718583,429533,Los Angeles County,4,3,,3026,10317,2.815725304
613225,10718906,613837,Los Angeles County,4,3,,2714,7174,2.815725304
613227,10719090,72778,Los Angeles County,3,2,,1358,7582,2.815725304
613228,10719213,409842,Los Angeles County,3,2,,1754,8138,2.815725304
613229,10719497,322005,Los Angeles County,3,2,,1299,7502,2.815725304
613230,10719597,220133,Los Angeles County,3,2,Y,1358,7818,2.815725304
613231,10720212,340000,Los Angeles County,2,1,,630,6501,2.815725304
613232,10720595,334298,Los Angeles County,3,2,Y,1442,8670,2.815725304
613233,10720695,105765,Los Angeles County,3,2,,1553,7630,2.815725304
613234,10720795,246414,Los Angeles County,3,2,,1372,7553,2.815725304
613235,10721078,326069,Los Angeles County,4,2,,1635,6758,2.815725304
613236,10721506,327576,Los Angeles County,4,2,,1626,8248,2.815725304
613237,10721629,69509,Los Angeles County,4,2,,1449,7699,2.815725304
613238,10722455,244178,Los Angeles County,3,2,,1372,6965,2.815725304
613239,10722624,167893,Los Angeles County,3,2,,1570,11375,2.815725304
613240,10722647,68695,Los Angeles County,4,2,,1570,9276,2.815725304
613241,10722770,463710,Los Angeles County,3,2,,1570,7443,2.815725304
613242,10722870,71964,Los Angeles County,4,2,,1570,7499,2.815725304
613243,10723531,151919,Los Angeles County,3,2,,1763,16135,2.815725304
613244,10724338,607100,Los Angeles County,5,4,,3082,18435,2.815725304
613245,10724561,202594,Los Angeles County,4,2,,1598,7616,2.815725304
613246,10724584,226394,Los Angeles County,3,2,,1570,6798,2.815725304
613247,10724730,555885,Los Angeles County,4,2,,1648,8643,2.815725304
613248,10725399,476442,Los Angeles County,3,2,,1600,16346,2.815725304
613249,10725668,645996,Los Angeles County,3,3,,2346,7967,2.815725304
613250,10726397,468086,Los Angeles County,5,3,,2525,11370,2.815725304
613251,10726620,655000,Los Angeles County,5,3,,2610,11757,2.815725304
613252,10726866,629490,Los Angeles County,5,3,,3642,14821,2.815725304
613253,10726981,189702,Los Angeles County,3,2,,1300,7373,2.815725304
613254,10727519,313431,Los Angeles County,3,2,,1520,7368,2.815725304
613255,10727934,522549,Los Angeles County,3,2,,1570,7391,2.815725304
613256,10728034,265598,Los Angeles County,3,2,,1930,8181,2.815725304
613257,10728157,94867,Los Angeles County,4,2,,1570,7999,2.815725304
613258,10728257,572975,Los Angeles County,4,3,,2276,7913,2.815725304
613259,10728526,375977,Los Angeles County,3,2,,1250,7065,2.815725304
613260,10728695,831283,Los Angeles County,3,4,,1839,11446,2.815725304
613261,10729087,673185,Los Angeles County,4,2,,1999,10905,2.815725304
613262,10729187,110610,Los Angeles County,3,2,,1616,7260,2.815725304
613263,10729433,461829,Los Angeles County,4,2,,1448,7376,2.815725304
613264,10729533,70120,Los Angeles County,4,2,,1448,7071,2.815725304
613265,10729756,276944,Los Angeles County,3,2,,1570,7495,2.815725304
613266,10730017,66581,Los Angeles County,4,2,,1300,7706,2.815725304
613267,10730240,267269,Los Angeles County,4,2,,2109,7653,2.815725304
613268,10730532,494690,Los Angeles County,3,2,,1613,7685,2.815725304
613269,10730632,475000,Los Angeles County,4,2,,1448,7627,2.815725304
613270,10731322,694496,Los Angeles County,5,4,Y,3706,27008,2.815725304
613271,10731406,693659,Los Angeles County,4,3,,2700,11539,2.815725304
613272,10731644,734385,Los Angeles County,5,2,,2256,10794,2.815725304
613273,10731767,77675,Los Angeles County,2,2,,1356,6926,2.815725304
613274,10732105,294314,Los Angeles County,2,2,,1254,7499,2.815725304
613275,10732340,305561,Los Angeles County,4,2,,2018,11292,2.815725304
613276,10732532,776822,Los Angeles County,5,3,,1900,17876,2.815725304
613277,10732961,91133,Los Angeles County,3,2,,1769,7452,2.815725304
613278,10733061,335157,Los Angeles County,4,3,,2010,7222,2.815725304
613279,10733304,91139,Los Angeles County,2,2,,1636,26776,2.815725304
613280,10733450,491196,Los Angeles County,3,2,,1375,9757,2.815725304
613281,10733534,353505,Los Angeles County,2,2,,1504,9006,2.815725304
613282,10733948,786688,Los Angeles County,3,3,,2486,10969,2.815725304
613283,10734086,652440,Los Angeles County,5,3,,2486,13044,2.815725304
613284,10734224,163359,Los Angeles County,2,2,,1801,9277,2.815725304
613285,10734247,436231,Los Angeles County,3,2,,1376,6027,2.815725304
613286,10734323,699000,Los Angeles County,3,2,,2401,11628,2.815725304
613287,10734423,407175,Los Angeles County,3,2,,1775,11926,2.815725304
613288,10734523,90940,Los Angeles County,3,2,,1575,7560,2.815725304
613289,10734915,104398,Los Angeles County,3,2,,1945,8328,2.815725304
613290,10735061,339656,Los Angeles County,4,2,,2436,12677,2.815725304
613291,10735161,572408,Los Angeles County,3,2,,1976,10834,2.815725304
613292,10735261,749000,Los Angeles County,4,2,,2016,14629,2.815725304
613293,10735553,521759,Los Angeles County,4,2,,2574,11012,2.815725304
613294,10735653,306492,Los Angeles County,5,4,,3830,11674,2.815725304
613297,10738871,710668,Los Angeles County,3,3,,2418,7406,2.815725304
613298,10739155,601125,Los Angeles County,4,2,,2343,9007,2.815725304
613299,10739705,233284,Los Angeles County,4,3,,2562,11263,2.815725304
613300,10740089,655155,Los Angeles County,5,3,,1953,8547,2.815725304
613301,10741082,491063,Los Angeles County,3,3,,2186,7086,2.815725304
613303,10750772,571781,Los Angeles County,4,3,,2215,6549,2.815725304
613304,10751131,705000,Los Angeles County,3,3,,1764,4420,2.815725304
613305,10751373,337829,Los Angeles County,3,2,,1386,11181,2.815725304
613306,10751696,92155,Los Angeles County,4,2,,1550,10939,2.815725304
613307,10753573,1234000,Los Angeles County,4,5,,3665,14493,2.815725304
613308,10756513,664316,Los Angeles County,4,4,,2465,5142,2.815725304
613309,10757191,590486,Los Angeles County,3,2,,2142,9957,2.815725304
613310,10757360,608560,Los Angeles County,3,3,,2310,15413,2.815725304
613311,10757406,410977,Los Angeles County,4,3,,2309,12727,2.815725304
613312,10757429,119233,Los Angeles County,3,2,,2080,12241,2.815725304
613313,10758127,817740,Los Angeles County,2,1,,2071,9596,2.815725304
613314,10758165,1115000,Los Angeles County,5,5,,4306,29658,2.815725304
613315,10758226,417402,Los Angeles County,4,3,,2178,10760,2.815725304
613316,10758509,381827,Los Angeles County,4,3,,2691,11022,2.815725304
613317,10758716,517009,Los Angeles County,3,2,,2072,20117,2.815725304
613318,10759254,758347,Los Angeles County,4,3,,2764,10429,2.815725304
613319,10759446,534556,Los Angeles County,4,4,,2943,13792,2.815725304
613320,10759891,115577,Los Angeles County,4,2,,2124,9920,2.815725304
613321,10760137,503123,Los Angeles County,5,3,,2925,11100,2.815725304
613322,10760237,824946,Los Angeles County,6,5,,2959,13491,2.815725304
613323,10760337,139956,Los Angeles County,4,2,,1989,14231,2.815725304
613324,10760823,93678,Los Angeles County,4,2,,1624,6951,2.815725304
613325,10761169,368858,Los Angeles County,4,2,,1192,6003,2.815725304
613326,10761607,377055,Los Angeles County,3,2,,1488,6333,2.815725304
613327,10761730,407000,Los Angeles County,3,2,,1184,6351,2.815725304
613328,10761853,255941,Los Angeles County,3,2,,1246,6222,2.815725304
613329,10762319,296646,Los Angeles County,3,2,,1372,6542,2.815725304
613330,10763538,494848,Los Angeles County,4,3,,1844,21005,2.815725304
613331,10764021,221740,Los Angeles County,3,2,,1439,5635,2.815725304
613332,10764167,375908,Los Angeles County,4,2,,1366,6682,2.815725304
613333,10764267,170866,Los Angeles County,3,1,,1094,7203,2.815725304
613334,10764367,186560,Los Angeles County,2,1,,1275,6803,2.815725304
613335,10764590,273992,Los Angeles County,2,1,,954,6775,2.815725304
613336,10765072,53805,Los Angeles County,3,1,,1323,7498,2.815725304
613337,10765172,53805,Los Angeles County,3,1,,1115,7499,2.815725304
613338,10765509,325722,Los Angeles County,3,3,,2108,5285,2.815725304
613339,10765992,260178,Los Angeles County,4,3,,2473,6766,2.815725304
613340,10766084,213612,Los Angeles County,5,2,,1942,9455,2.815725304
613341,10766330,349647,Los Angeles County,4,2,,1741,5354,2.815725304
613342,10766430,221145,Los Angeles County,4,3,,2002,4999,2.815725304
613343,10766530,269373,Los Angeles County,4,2,,2117,6562,2.815725304
613344,10766599,403944,Los Angeles County,3,3,,1836,7876,2.815725304
613345,10766929,71755,Los Angeles County,3,2,,1726,9799,2.815725304
613346,10767029,61551,Los Angeles County,3,2,,1219,8413,2.815725304
613347,10767213,405621,Los Angeles County,5,4,,2976,5947,2.815725304
613348,10767474,304653,Los Angeles County,4,2,,1909,6347,2.815725304
613349,10767566,318427,Los Angeles County,5,4,,3055,7228,2.815725304
613350,10767589,338883,Los Angeles County,4,3,,2035,5352,2.815725304
613351,10767781,385288,Los Angeles County,3,2,,1623,8069,2.815725304
613352,10768004,257656,Los Angeles County,3,2,,1976,7475,2.815725304
613353,10768104,288004,Los Angeles County,4,3,,2294,7723,2.815725304
613354,10768227,101833,Los Angeles County,3,2,,1219,7507,2.815725304
613355,10768373,182796,Los Angeles County,3,2,,1354,7734,2.815725304
613356,10768473,533449,Los Angeles County,5,4,,2805,13992,2.815725304
613357,10768565,89507,Los Angeles County,3,2,,1783,7507,2.815725304
613358,10768871,448000,Los Angeles County,3,2,,1386,7517,2.815725304
613359,10768971,322950,Los Angeles County,3,2,,1364,7550,2.815725304
613360,10769071,176154,Los Angeles County,3,2,,1383,7593,2.815725304
613361,10769208,411000,Los Angeles County,3,2,,1593,7497,2.815725304
613362,10769369,371010,Los Angeles County,3,2,,1774,7597,2.815725304
613363,10769595,162098,Los Angeles County,3,2,,1763,7502,2.815725304
613364,10771196,385000,Los Angeles County,3,1,,1038,6325,2.815725304
